area_id,stop_id
110106,n2116038113
110106,n2116038113
110106,n2116038111
110106,n2116038111
110106,n2116038111
110106,n2116038111
110106,n2116038111
110106,n2116038111
110106,n2111812189
110106,n2111812189
110106,n2111812191
110106,n2111812191
110105,n2111812180
110105,n2111812180
110106,n2111812182
110106,n2111812182
110106,n2111812182
110106,n2111812182
110106,n2111812182
110106,n2111812182
110105,n2111812186
110105,n2111812186
110105,n2111812186
110105,n2111812186
110105,n2111812186
110105,n2111812186
110105,n2111812186
110105,n2111812186
110105,n2111812186
110105,n2111812186
110105,n2111812186
110105,n2111812186
110105,n2111812184
110105,n2111812184
110105,n2111812184
110105,n2111812184
110105,n1351272526
110105,n1351272526
110105,n1351272526
110105,n1351272526
110105,n1351272526
110105,n1351272526
110105,n1351272528
110105,n1351272528
110105,n1351272556
110105,n1351272556
110105,n1351272556
110105,n1351272769
110105,n1351272769
110105,n1351272769
110105,n1351272769
110105,n1351272769
110105,n1351272769
110105,n1351272550
110105,n1351272550
110105,n1351272550
110105,n1351272555
110105,n1351272555
110105,n1351272524
110105,n1351272524
110105,n1351272524
110105,n1351272524
110105,n1351202220
110105,n1351202220
110105,n1351202220
110105,n1351202220
110105,n1351202220
110105,n1351202220
110105,n1351202217
110105,n1351202217
110105,n1351202217
110105,n1351202217
110105,n1351202217
110105,n1351202217
110105,n1351202217
110105,n1350293257
110105,n1350293257
110105,n1350293257
110105,n1350293257
110105,n1350293257
110105,n1350293257
110105,n1350293320
110105,n1350293320
110105,n1350293261
110105,n1350293261
110105,n5687481930
110105,n5687481930
110105,n5687481930
110105,n5687481930
110105,n5687481930
110105,n5687481930
110105,n1350250932
110105,n1350250932
110105,n1350250931
110105,n1350250931
110108,n1350216464
110108,n1350216464
110108,n1350216520
110108,n1350216520
110108,n1350216520
110108,n1350216520
110108,n1350216520
110108,n1350216520
110108,n1350216303
110108,n1350216303
110108,n1350216303
110108,n1350216303
110108,n1350216303
110108,n1350216303
110108,n1350216303
110108,n1350216305
110108,n1350216305
110108,n1350216305
110108,n1350216305
110108,n1350216305
110108,n6621483713
110108,n6621483713
110108,n1350216513
110108,n1350216513
110108,n1350216513
110108,n1350216513
110108,n1350216513
110108,n1350216513
110108,n1350216513
110108,n1350216513
110108,n1350216513
110108,n1350216513
110108,n1350216513
110108,n1350120265
110108,n1350120265
110108,n1350120265
110108,n1350120265
110108,n1350120265
110108,n1350120265
110108,n1350120265
110108,n2090572115
110108,n2090572115
110108,n2090572115
110108,n2090572115
110108,n2090572107
110108,n2090572107
110108,n2090572107
110108,n2090572107
110108,n2090572107
110108,n2090572110
110108,n2090572110
110108,n2090572110
110108,n2090572110
110108,n2090572110
110108,n2090572110
110108,n2090572113
110108,n2090572113
110108,n2094586166
110108,n2094586166
110108,n2094586166
110108,n2094586166
110108,n2094586153
110108,n2094586153
110108,n2102414889
110108,n2102414889
110108,n2102414889
110108,n2102414889
110108,n2102414889
110106,n2102414900
110106,n2102414923
110106,n2102414911
110108,n2102414894
110108,n2094586164
110108,n2094586171
110108,n2090572112
110108,n2090572111
110108,n2090572108
110108,n2090572117
110108,n340410862
110108,n340410824
110108,n6621483711
110108,n340410815
110108,n340410668
110108,n340410659
110108,n340410501
110105,n340410434
110105,n340408841
110105,n5687481929
110105,n340409094
110105,n340409219
110105,n340409286
110105,n339102778
110105,n340409366
110105,n340409480
110105,n340409693
110105,n339099394
110105,n340409955
110105,n339099503
110105,n340410051
