osm_stop_position_id,osm_stop_area_group_id,osm_stop_area_id,osm_station_id,osm_entrance_ids,station_id,device_location,fare_location,name_cn,stop_code,amap_id,amap_name,adcode
n8282917458,osm_stop_area_group_id,r15070930,n4564112660,"n10297660165,n10297660162,n10297660163,n10855438672,n10297660164",426,150999111,150999111,富丰桥,160071,amap_id,amap_name,adcode
n10296512596,osm_stop_area_group_id,r15070931,n7780780502,,143,150999109,150995139,丰台南路,160069,amap_id,amap_name,adcode
n10296512599,osm_stop_area_group_id,r15070936,n5453410797,,175,151018031,151018031,丰台站,900047,amap_id,amap_name,adcode
n8278912636,osm_stop_area_group_id,r15070938,n8277164642,"n8283008282,n8283008283,n10297039221,n10536860989,n10536860990",389,151019277,150995140,东管头南,950013,amap_id,amap_name,adcode
n12519646765,osm_stop_area_group_id,r18583222,n3367069255,,401,150998565,150995118,丽泽商务区,140037,amap_id,amap_name,adcode
n8050788256,osm_stop_area_group_id,r15070940,n4564112795,,422,150999101,150999101,红莲南路,160061,amap_id,amap_name,adcode
n10296512602,osm_stop_area_group_id,r15070941,n3369459849,,107,150996761,150995137,达官营,070025,amap_id,amap_name,adcode
n10297564781,osm_stop_area_group_id,r15070943,n4564112811,,10,150999097,150999097,木樨地,160057,amap_id,amap_name,adcode
n9380363480,osm_stop_area_group_id,r13618048,n4564112816,,405,150999095,150999095,玉渊潭东门,160055,amap_id,amap_name,adcode
n8278847943,osm_stop_area_group_id,r12122698,n4564112817,"n11821221326,n11821221327,n11821221328",384,150999093,150999093,甘家口,160053,amap_id,amap_name,adcode
n11283755470,osm_stop_area_group_id,r16546685,n9380308680,"n11283755472,n11283755475,n11283755473,n11283755474,n11283755471,n11283748466",419,150996509,150995151,二里沟,060029,amap_id,amap_name,adcode
n8285491029,osm_stop_area_group_id,r12316468,n5429413631,n8285491031,51,150999089,150995108,国家图书馆,160049,amap_id,amap_name,adcode
n8285491028,osm_stop_area_group_id,r12316469,n4564112842,"n11243533321,n11243533319,n11243533320,n11243533322",383,150999087,150999087,万寿寺,160047,amap_id,amap_name,adcode
n8278847887,osm_stop_area_group_id,r12316470,n4564112846,"n9841103928,n9841103929,n9841103930",382,150999085,150999085,苏州桥,160045,amap_id,amap_name,adcode
n11477680861,osm_stop_area_group_id,r16926314,n5448587388,"n1350216358,n11471883327,n1350216389,n1350216321,n11694477732,n1350216317,n11471883334,n11471883333,n11471883328",150,150997507,150995135,苏州街,100003,amap_id,amap_name,adcode
n8285491026,osm_stop_area_group_id,r12316471,n4564112855,"n8263474199,n8263474198,n8263474197",381,150999081,150999081,万泉河桥,160041,amap_id,amap_name,adcode
n8277507534,osm_stop_area_group_id,r9736307,w890600582,,58,150999079,150995124,西苑,160039,amap_id,amap_name,adcode
n9385054793,osm_stop_area_group_id,r13625087,n4564112873,"n9416797147,n9416797145,n9416797146",229,150999077,150999077,农大南路,160037,amap_id,amap_name,adcode
n8278847828,osm_stop_area_group_id,r12316472,n4564112875,"n6355889086,n6355889085",230,150999075,150999075,马连洼,160035,amap_id,amap_name,adcode
n8278847827,osm_stop_area_group_id,r12316473,n4564112882,"n7602286454,n7602286453,n7602286455",231,150999073,150999073,西北旺,160033,amap_id,amap_name,adcode
n8278847825,osm_stop_area_group_id,r12316474,n4564112888,"n7602288668,n7602288669,n7602288667",232,150999071,150999071,永丰南,160031,amap_id,amap_name,adcode
n8278631913,osm_stop_area_group_id,r8402387,w890759491,"n5277764680,n5277764672,n5277764671,n5277764652",233,150999069,150999069,永丰,160029,amap_id,amap_name,adcode
n8277440296,osm_stop_area_group_id,r8402383,n4564113101,"n5277764654,n5277764650,n7603065551",234,150999067,150999067,屯佃,160027,amap_id,amap_name,adcode
n8277440286,osm_stop_area_group_id,r8402386,w890592405,"n5277764676,n5277764659,n5277764665",235,150999065,150999065,稻香湖路,160025,amap_id,amap_name,adcode
n8277410036,osm_stop_area_group_id,r8402385,n4564113107,"n5277764667,n5277764666,n7603117808",236,150999063,150999063,温阳路,160023,amap_id,amap_name,adcode
n8277397803,osm_stop_area_group_id,r8402384,n4564113110,"n5277764649,n5277764664,n5277764660,n5277764663",237,150999061,150999061,北安河,160021,amap_id,amap_name,adcode
n8277410029,osm_stop_area_group_id,r8402384,n4564113110,"n5277764649,n5277764664,n5277764660,n5277764663",237,150999061,150999061,北安河,160021,amap_id,amap_name,adcode
n8277410034,osm_stop_area_group_id,r8402385,n4564113107,"n5277764667,n5277764666,n7603117808",236,150999063,150999063,温阳路,160023,amap_id,amap_name,adcode
n8277440276,osm_stop_area_group_id,r8402386,w890592405,"n5277764676,n5277764659,n5277764665",235,150999065,150999065,稻香湖路,160025,amap_id,amap_name,adcode
n8277440291,osm_stop_area_group_id,r8402383,n4564113101,"n5277764654,n5277764650,n7603065551",234,150999067,150999067,屯佃,160027,amap_id,amap_name,adcode
n8278631914,osm_stop_area_group_id,r8402387,w890759491,"n5277764680,n5277764672,n5277764671,n5277764652",233,150999069,150999069,永丰,160029,amap_id,amap_name,adcode
n8278847826,osm_stop_area_group_id,r12316474,n4564112888,"n7602288668,n7602288669,n7602288667",232,150999071,150999071,永丰南,160031,amap_id,amap_name,adcode
n8277446034,osm_stop_area_group_id,r12316473,n4564112882,"n7602286454,n7602286453,n7602286455",231,150999073,150999073,西北旺,160033,amap_id,amap_name,adcode
n8278847829,osm_stop_area_group_id,r12316472,n4564112875,"n6355889086,n6355889085",230,150999075,150999075,马连洼,160035,amap_id,amap_name,adcode
n8277446111,osm_stop_area_group_id,r13625087,n4564112873,"n9416797147,n9416797145,n9416797146",229,150999077,150999077,农大南路,160037,amap_id,amap_name,adcode
n8277446127,osm_stop_area_group_id,r9736307,w890600582,,58,150999079,150995124,西苑,160039,amap_id,amap_name,adcode
n8285491027,osm_stop_area_group_id,r12316471,n4564112855,"n8263474199,n8263474198,n8263474197",381,150999081,150999081,万泉河桥,160041,amap_id,amap_name,adcode
n11477680862,osm_stop_area_group_id,r16926314,n5448587388,"n1350216358,n11471883327,n1350216389,n1350216321,n11694477732,n1350216317,n11471883334,n11471883333,n11471883328",150,150997507,150995135,苏州街,100003,amap_id,amap_name,adcode
n8278847886,osm_stop_area_group_id,r12316470,n4564112846,"n9841103928,n9841103929,n9841103930",382,150999085,150999085,苏州桥,160045,amap_id,amap_name,adcode
n8278847899,osm_stop_area_group_id,r12316469,n4564112842,"n11243533321,n11243533319,n11243533320,n11243533322",383,150999087,150999087,万寿寺,160047,amap_id,amap_name,adcode
n8285491030,osm_stop_area_group_id,r12316468,n5429413631,n8285491031,51,150999089,150995108,国家图书馆,160049,amap_id,amap_name,adcode
n11283755469,osm_stop_area_group_id,r16546685,n9380308680,"n11283755472,n11283755475,n11283755473,n11283755474,n11283755471,n11283748466",419,150996509,150995151,二里沟,060029,amap_id,amap_name,adcode
n8278847942,osm_stop_area_group_id,r12122698,n4564112817,"n11821221326,n11821221327,n11821221328",384,150999093,150999093,甘家口,160053,amap_id,amap_name,adcode
n9380363481,osm_stop_area_group_id,r13618048,n4564112816,,405,150999095,150999095,玉渊潭东门,160055,amap_id,amap_name,adcode
n8278909814,osm_stop_area_group_id,r15070943,n4564112811,,10,150999097,150999097,木樨地,160057,amap_id,amap_name,adcode
n10296512603,osm_stop_area_group_id,r15070941,n3369459849,,107,150996761,150995137,达官营,070025,amap_id,amap_name,adcode
n10296512600,osm_stop_area_group_id,r15070940,n4564112795,,422,150999101,150999101,红莲南路,160061,amap_id,amap_name,adcode
n12519646764,osm_stop_area_group_id,r18583222,n3367069255,,401,150998565,150995118,丽泽商务区,140037,amap_id,amap_name,adcode
n8278912633,osm_stop_area_group_id,r15070938,n8277164642,"n8283008282,n8283008283,n10297039221,n10536860989,n10536860990",389,151019277,150995140,东管头南,950013,amap_id,amap_name,adcode
n10296512598,osm_stop_area_group_id,r15070936,n5453410797,,175,151018031,151018031,丰台站,900047,amap_id,amap_name,adcode
n10296512597,osm_stop_area_group_id,r15070931,n7780780502,,143,150999109,150995139,丰台南路,160069,amap_id,amap_name,adcode
n8278912696,osm_stop_area_group_id,r15070930,n4564112660,"n10297660165,n10297660162,n10297660163,n10855438672,n10297660164",426,150999111,150999111,富丰桥,160071,amap_id,amap_name,adcode
n10296512594,osm_stop_area_group_id,r15070929,n10296512593,,427,150999113,150999113,看丹,160073,amap_id,amap_name,adcode
n10296531709,osm_stop_area_group_id,r15070928,n4564112640,,428,150999115,150999115,榆树庄,160075,amap_id,amap_name,adcode
n11477680857,osm_stop_area_group_id,r16919027,n8278912792,n11477680860,441,150999117,150999117,洪泰庄,160077,amap_id,amap_name,adcode
n11477680855,osm_stop_area_group_id,r16923990,n4564112633,"n11477680843,n11477680844",429,150999119,150999119,宛平城,160079,amap_id,amap_name,adcode
n9384986214,osm_stop_area_group_id,r13625143,n9380291881,,410,150999357,150999357,嘉会湖,170061,amap_id,amap_name,adcode
n9385028988,osm_stop_area_group_id,r13625196,n9385028990,,292,151019565,151019565,次渠,960045,amap_id,amap_name,adcode
n9385028993,osm_stop_area_group_id,r13625198,n9385028991,,409,150999353,150999353,次渠北,170057,amap_id,amap_name,adcode
n9385028997,osm_stop_area_group_id,r13625200,n9380291880,"n12137286583,n12137286584,n12137286585,n12137286586",408,150999351,150999351,北神树,170055,amap_id,amap_name,adcode
n9384986213,osm_stop_area_group_id,r13625141,n9380291879,,407,150999349,150999349,十八里店,170053,amap_id,amap_name,adcode
n9385074427,osm_stop_area_group_id,r13625145,n9384986215,,406,150999347,150999347,周家庄,170051,amap_id,amap_name,adcode
n9385042162,osm_stop_area_group_id,r13625146,n9147328748,"n9147328735,n9147328736,n9147328734,n9147328732,n9147328733,n10817156732,n9147328745,n9147328747,n10817156731,n9147328746",166,150998585,150995121,十里河,140057,amap_id,amap_name,adcode
n13417518493,osm_stop_area_group_id,r20022672,n13417518491,,471,150999343,150999343,潘家园西,170047,amap_id,amap_name,adcode
n11482441707,osm_stop_area_group_id,r20022670,n13417518490,,19,150999339,150995173,永安里,170043,amap_id,amap_name,adcode
n13417518488,osm_stop_area_group_id,r20022668,n13417518487,,88,150996525,150996525,东大桥,060045,amap_id,amap_name,adcode
n11481744750,osm_stop_area_group_id,r16926588,n11481744716,"n12433727438,n12433727439",450,150995735,150995158,工人体育场,030023,amap_id,amap_name,adcode
n11481744739,osm_stop_area_group_id,r16926589,n11481744738,"n11937408130,n11937408133,n11937408132,n11937408131",449,150999333,150999333,左家庄,170037,amap_id,amap_name,adcode
n11481744721,osm_stop_area_group_id,r16926590,n11481744722,,448,150998063,150995157,西坝河,120047,amap_id,amap_name,adcode
n11478666556,osm_stop_area_group_id,r16919450,n11496710264,,158,150997529,150995156,太阳宫,100025,amap_id,amap_name,adcode
n11478666540,osm_stop_area_group_id,r20161011,n5428305222,n13516609002,190,150998823,150995065,望京西,150039,amap_id,amap_name,adcode
n11478723291,osm_stop_area_group_id,r16919441,n11478723290,"n13065177973,n13065177977,n13065177976,n13065177975,n13065177974",447,150999325,150999325,红军营,170029,amap_id,amap_name,adcode
n11478723286,osm_stop_area_group_id,r16919440,n11478723285,,446,150999323,150999323,清河营,170027,amap_id,amap_name,adcode
n11478693942,osm_stop_area_group_id,r16919439,n11478693941,,445,150999321,150995178,天通苑东,170025,amap_id,amap_name,adcode
n11478693920,osm_stop_area_group_id,r16919438,n11478693919,"n11471886526,n11471886527,n11471886524,n11471886525",443,150999319,150999319,未来科学城,170023,amap_id,amap_name,adcode
n13176306328,osm_stop_area_group_id,r16919437,n11478693895,"n11745945903,n11745945897,n11745945902",442,150999317,150999317,未来科学城北,170021,amap_id,amap_name,adcode
n5720933167,osm_stop_area_group_id,r16919437,n11478693895,"n11745945903,n11745945897,n11745945902",442,150999317,150999317,未来科学城北,170021,amap_id,amap_name,adcode
n5720933168,osm_stop_area_group_id,r16919438,n11478693919,"n11471886526,n11471886527,n11471886524,n11471886525",443,150999319,150999319,未来科学城,170023,amap_id,amap_name,adcode
n5720933173,osm_stop_area_group_id,r16919439,n11478693941,,445,150999321,150995178,天通苑东,170025,amap_id,amap_name,adcode
n5720933174,osm_stop_area_group_id,r16919440,n11478723285,,446,150999323,150999323,清河营,170027,amap_id,amap_name,adcode
n5720933175,osm_stop_area_group_id,r16919441,n11478723290,"n13065177973,n13065177977,n13065177976,n13065177975,n13065177974",447,150999325,150999325,红军营,170029,amap_id,amap_name,adcode
n5720933182,osm_stop_area_group_id,r20161011,n5428305222,n13516609002,190,150998823,150995065,望京西,150039,amap_id,amap_name,adcode
n5720933187,osm_stop_area_group_id,r16919450,n11496710264,,158,150997529,150995156,太阳宫,100025,amap_id,amap_name,adcode
n11481744720,osm_stop_area_group_id,r16926590,n11481744722,,448,150998063,150995157,西坝河,120047,amap_id,amap_name,adcode
n11481744740,osm_stop_area_group_id,r16926589,n11481744738,"n11937408130,n11937408133,n11937408132,n11937408131",449,150999333,150999333,左家庄,170037,amap_id,amap_name,adcode
n11481744717,osm_stop_area_group_id,r16926588,n11481744716,"n12433727438,n12433727439",450,150995735,150995158,工人体育场,030023,amap_id,amap_name,adcode
n13417518489,osm_stop_area_group_id,r20022668,n13417518487,,88,150996525,150996525,东大桥,060045,amap_id,amap_name,adcode
n8015953807,osm_stop_area_group_id,r20022670,n13417518490,,19,150999339,150995173,永安里,170043,amap_id,amap_name,adcode
n13417518492,osm_stop_area_group_id,r20022672,n13417518491,,471,150999343,150999343,潘家园西,170047,amap_id,amap_name,adcode
n9385042163,osm_stop_area_group_id,r13625146,n9147328748,"n9147328735,n9147328736,n9147328734,n9147328732,n9147328733,n10817156732,n9147328745,n9147328747,n10817156731,n9147328746",166,150998585,150995121,十里河,140057,amap_id,amap_name,adcode
n9380291878,osm_stop_area_group_id,r13625145,n9384986215,,406,150999347,150999347,周家庄,170051,amap_id,amap_name,adcode
n9384986212,osm_stop_area_group_id,r13625141,n9380291879,,407,150999349,150999349,十八里店,170053,amap_id,amap_name,adcode
n9385028996,osm_stop_area_group_id,r13625200,n9380291880,"n12137286583,n12137286584,n12137286585,n12137286586",408,150999351,150999351,北神树,170055,amap_id,amap_name,adcode
n9385028992,osm_stop_area_group_id,r13625198,n9385028991,,409,150999353,150999353,次渠北,170057,amap_id,amap_name,adcode
n9385028989,osm_stop_area_group_id,r13625196,n9385028990,,292,151019565,151019565,次渠,960045,amap_id,amap_name,adcode
n9385042165,osm_stop_area_group_id,r13625143,n9380291881,,410,150999357,150999357,嘉会湖,170061,amap_id,amap_name,adcode
n13413286352,osm_stop_area_group_id,r9641023,n9669538693,n6355889085,230,150999075,150999075,马连洼,160035,amap_id,amap_name,adcode
n13410014900,osm_stop_area_group_id,r20015686,n5305506006,,127,150997003,150995176,回龙观东大街,080011,amap_id,amap_name,adcode
n13413286345,osm_stop_area_group_id,r20015685,n13410044001,,465,151013639,151013639,霍营东,730007,amap_id,amap_name,adcode
n9669538801,osm_stop_area_group_id,r20015687,n13410044002,,79,150996247,150995177,天通苑,050023,amap_id,amap_name,adcode
n13413286344,osm_stop_area_group_id,r20015684,n13410044003,,464,151013635,151013635,太平庄,730003,amap_id,amap_name,adcode
n13413286350,osm_stop_area_group_id,r20015688,n13410044004,,445,150999321,150995178,天通苑东,170025,amap_id,amap_name,adcode
n13413286349,osm_stop_area_group_id,r20015688,n13410044004,,445,150999321,150995178,天通苑东,170025,amap_id,amap_name,adcode
n13397177863,osm_stop_area_group_id,r20015684,n13410044003,,464,151013635,151013635,太平庄,730003,amap_id,amap_name,adcode
n13413286348,osm_stop_area_group_id,r20015687,n13410044002,,79,150996247,150995177,天通苑,050023,amap_id,amap_name,adcode
n13413286346,osm_stop_area_group_id,r20015685,n13410044001,,465,151013639,151013639,霍营东,730007,amap_id,amap_name,adcode
n13413286347,osm_stop_area_group_id,r20015686,n5305506006,,127,150997003,150995176,回龙观东大街,080011,amap_id,amap_name,adcode
n13413286351,osm_stop_area_group_id,r9641023,n9669538693,n6355889085,230,150999075,150999075,马连洼,160035,amap_id,amap_name,adcode
n9385101463,osm_stop_area_group_id,r13625327,n9706596471,"n9705233823,n9705233825,n9705233824,n11660323262,n12229030038",259,150999847,150995099,新宫,190039,amap_id,amap_name,adcode
n9385116428,osm_stop_area_group_id,r13625347,n9379477293,n11710510092,415,150999845,150999845,新发地,190037,amap_id,amap_name,adcode
n9385116430,osm_stop_area_group_id,r13625344,n9385116432,n11889042617,172,151018025,151018025,草桥,900041,amap_id,amap_name,adcode
n9385116434,osm_stop_area_group_id,r13625345,n9385116436,,416,150998571,150995147,景风门,140043,amap_id,amap_name,adcode
n9385120017,osm_stop_area_group_id,r13625340,w988860257,,413,150999839,150999839,牛街,190031,amap_id,amap_name,adcode
n9385071992,osm_stop_area_group_id,r13625339,n9920410920,,412,150999837,150999837,太平桥,190029,amap_id,amap_name,adcode
n9385088770,osm_stop_area_group_id,r13625337,n9385088768,"n1742845280,n1742845277,n1742845270,n1742845268,n10727046918,n4917790491,n11992333186,n11992333187,n11992333188,n11992333185",48,150996515,150995105,平安里,060035,amap_id,amap_name,adcode
n9385101465,osm_stop_area_group_id,r13625334,n9385085643,"n1190962239,n10137874029,n8018444449,n10727013837,n10150958828,n10150958829",25,150995474,150995474,积水潭,020018,amap_id,amap_name,adcode
n9385085644,osm_stop_area_group_id,r13625335,n9385085646,n12424649487,411,150999831,150999831,北太平庄,190023,amap_id,amap_name,adcode
n9385055093,osm_stop_area_group_id,r13625324,n9385101461,,154,150997517,150997517,牡丹园,100013,amap_id,amap_name,adcode
n5723775778,osm_stop_area_group_id,r13625324,n9385101461,,154,150997517,150997517,牡丹园,100013,amap_id,amap_name,adcode
n9385085645,osm_stop_area_group_id,r13625335,n9385085646,n12424649487,411,150999831,150999831,北太平庄,190023,amap_id,amap_name,adcode
n5723775777,osm_stop_area_group_id,r13625334,n9385085643,"n1190962239,n10137874029,n8018444449,n10727013837,n10150958828,n10150958829",25,150995474,150995474,积水潭,020018,amap_id,amap_name,adcode
n9385088771,osm_stop_area_group_id,r13625337,n9385088768,"n1742845280,n1742845277,n1742845270,n1742845268,n10727046918,n4917790491,n11992333186,n11992333187,n11992333188,n11992333185",48,150996515,150995105,平安里,060035,amap_id,amap_name,adcode
n5723775765,osm_stop_area_group_id,r13625339,n9920410920,,412,150999837,150999837,太平桥,190029,amap_id,amap_name,adcode
n9385120018,osm_stop_area_group_id,r13625340,w988860257,,413,150999839,150999839,牛街,190031,amap_id,amap_name,adcode
n9385116435,osm_stop_area_group_id,r13625345,n9385116436,,416,150998571,150995147,景风门,140043,amap_id,amap_name,adcode
n9385116431,osm_stop_area_group_id,r13625344,n9385116432,n11889042617,172,151018025,151018025,草桥,900041,amap_id,amap_name,adcode
n9385116429,osm_stop_area_group_id,r13625347,n9379477293,n11710510092,415,150999845,150999845,新发地,190037,amap_id,amap_name,adcode
n9385101462,osm_stop_area_group_id,r13625327,n9706596471,"n9705233823,n9705233825,n9705233824,n11660323262,n12229030038",259,150999847,150995099,新宫,190039,amap_id,amap_name,adcode
n4564200482,osm_stop_area_group_id,r8308522,n5402921996,,308,151018261,151018261,石厂,910021,amap_id,amap_name,adcode
n4564208710,osm_stop_area_group_id,r8308524,n5402921192,,307,151018263,151018263,小园,910023,amap_id,amap_name,adcode
n4564208722,osm_stop_area_group_id,r8308525,n5626394159,n5626394158,306,151018265,151018265,栗园庄,910025,amap_id,amap_name,adcode
n9384986211,osm_stop_area_group_id,r13625140,n4564208727,,305,151018267,151018267,上岸,910027,amap_id,amap_name,adcode
n9384986210,osm_stop_area_group_id,r13625139,n4564208735,,304,151018269,151018269,桥户营,910029,amap_id,amap_name,adcode
n9384986209,osm_stop_area_group_id,r13625138,n4564208745,,303,151018271,151018271,四道桥,910031,amap_id,amap_name,adcode
n10286029107,osm_stop_area_group_id,r9620283,n9379511539,,302,150996489,150995126,金安桥,060009,amap_id,amap_name,adcode
n10286052521,osm_stop_area_group_id,r13726145,n10286052522,"n10285742567,n10285742568",1,150996491,150995125,苹果园,060011,amap_id,amap_name,adcode
n9380332411,osm_stop_area_group_id,r13726145,n10286052522,"n10285742567,n10285742568",1,150996491,150995125,苹果园,060011,amap_id,amap_name,adcode
n4564208759,osm_stop_area_group_id,r9620283,n9379511539,,302,150996489,150995126,金安桥,060009,amap_id,amap_name,adcode
n11007794969,osm_stop_area_group_id,r13625138,n4564208745,,303,151018271,151018271,四道桥,910031,amap_id,amap_name,adcode
n11007794955,osm_stop_area_group_id,r13625139,n4564208735,,304,151018269,151018269,桥户营,910029,amap_id,amap_name,adcode
n11007794975,osm_stop_area_group_id,r13625140,n4564208727,,305,151018267,151018267,上岸,910027,amap_id,amap_name,adcode
n11007794976,osm_stop_area_group_id,r8308525,n5626394159,n5626394158,306,151018265,151018265,栗园庄,910025,amap_id,amap_name,adcode
n10294805309,osm_stop_area_group_id,r8308524,n5402921192,,307,151018263,151018263,小园,910023,amap_id,amap_name,adcode
n7967165931,osm_stop_area_group_id,r8308522,n5402921996,,308,151018261,151018261,石厂,910021,amap_id,amap_name,adcode
n9380267869,osm_stop_area_group_id,r13625197,n5720933166,,69,151020051,151020051,北新桥,980019,amap_id,amap_name,adcode
n1654065041,osm_stop_area_group_id,r8047921,n5430434767,,29,151020053,151020053,东直门,980021,amap_id,amap_name,adcode
n1654051317,osm_stop_area_group_id,r8060607,n5441521553,"n10298415729,n1765144965,n1974915217,n1974915214",159,150997531,150995074,三元桥,100027,amap_id,amap_name,adcode
n302268958,osm_stop_area_group_id,r1652653,n9380267870,,315,151020059,151020059,3号航站楼,980027,amap_id,amap_name,adcode
n1351108938,osm_stop_area_group_id,r1652652,n1351108938,n1356089824,314,151020057,151020057,2号航站楼,980025,amap_id,amap_name,adcode
n1351108938,osm_stop_area_group_id,r1652652,n1351108938,n1356089824,314,151020057,151020057,2号航站楼,980025,amap_id,amap_name,adcode
n1654051318,osm_stop_area_group_id,r8060607,n5441521553,"n10298415729,n1765144965,n1974915217,n1974915214",159,150997531,150995074,三元桥,100027,amap_id,amap_name,adcode
n1654065042,osm_stop_area_group_id,r8047921,n5430434767,,29,151020053,151020053,东直门,980021,amap_id,amap_name,adcode
n9380267868,osm_stop_area_group_id,r13625197,n5720933166,,69,151020051,151020051,北新桥,980019,amap_id,amap_name,adcode
n12451432730,osm_stop_area_group_id,r18465608,n12430713733,"n12430955737,n12430955735,n12430955725,n12430955710,n12430955709,n12430955702,n12430955748",436,151019065,150995163,蓟门桥,940057,amap_id,amap_name,adcode
n8617086766,osm_stop_area_group_id,r15440382,n5448585739,"n1350216338,n1350216395,n10610542847,n10610542848",153,151019063,150995150,西土城,940055,amap_id,amap_name,adcode
n10610542854,osm_stop_area_group_id,r15440383,n10605339565,"n10610542852,n10610542851,n10610542850,n11968169348,n10610542849",434,151019061,151019061,学院桥,940053,amap_id,amap_name,adcode
n8617086755,osm_stop_area_group_id,r15440384,n5687426566,"n9471150030,n9829553808,n9471150032,n9471150033,n11799850929,n9471150031,n11799850930,n10610542856,n10610542857",227,151019059,150995149,六道口,940051,amap_id,amap_name,adcode
n10610542859,osm_stop_area_group_id,r15440385,n10605339566,"n11542962540,n11542962541,n11542962542",439,151019057,151019057,学知园,940049,amap_id,amap_name,adcode
n8617086727,osm_stop_area_group_id,r15440386,n10605339567,"n10704498843,n10704498842,n10704498844,n13042905424,n10704498845,n10704498846,n10704498840,n10704498841,n13042905423",431,151019055,151019055,清河小营桥,940047,amap_id,amap_name,adcode
n9162460535,osm_stop_area_group_id,r10556656,n7116372189,,358,151019051,150995134,清河站,940043,amap_id,amap_name,adcode
n1306482828,osm_stop_area_group_id,r1606929,n5430533767,"n8617126995,n1305783007,n1305782990",186,151019049,150995062,西二旗,940041,amap_id,amap_name,adcode
n1701106953,osm_stop_area_group_id,r2111075,n8073325263,,280,151019047,151019047,生命科学园,940039,amap_id,amap_name,adcode
n1701106975,osm_stop_area_group_id,r9803577,w136979357,,124,151019045,150995111,朱辛庄,940037,amap_id,amap_name,adcode
n1701177083,osm_stop_area_group_id,r2111421,n5305506010,,279,151019043,151019043,巩华城,940035,amap_id,amap_name,adcode
n2583575938,osm_stop_area_group_id,r2111422,n5305506011,,278,151019041,151019041,沙河,940033,amap_id,amap_name,adcode
n1701177104,osm_stop_area_group_id,r2111423,n5305506012,,277,151019039,151019039,沙河高教园,940031,amap_id,amap_name,adcode
n1701177096,osm_stop_area_group_id,r2111420,n5305506016,"n1249787306,n1249787302,n1249787294,n1249787304,n1249787299",276,151019037,151019037,南邵,940029,amap_id,amap_name,adcode
n4154811009,osm_stop_area_group_id,r6177503,n5305506017,"n9534846768,n9534846769",275,151019035,151019035,北邵洼,940027,amap_id,amap_name,adcode
n4154811011,osm_stop_area_group_id,r6177504,n5305506018,,274,151019033,151019033,昌平东关,940025,amap_id,amap_name,adcode
n4154811015,osm_stop_area_group_id,r6177506,n5305506015,"n6845963148,n6845963149",273,151019031,151019031,昌平,940023,amap_id,amap_name,adcode
n4154811017,osm_stop_area_group_id,r6177507,n5305506014,,272,151019029,151019029,十三陵景区,940021,amap_id,amap_name,adcode
n4154811013,osm_stop_area_group_id,r6177505,n5305506013,"n9253660369,n9253660370,n9253660367,n9253660368",271,151019027,151019027,昌平西山口,940019,amap_id,amap_name,adcode
n4154811069,osm_stop_area_group_id,r6177505,n5305506013,"n9253660369,n9253660370,n9253660367,n9253660368",271,151019027,151019027,昌平西山口,940019,amap_id,amap_name,adcode
n4154811016,osm_stop_area_group_id,r6177507,n5305506014,,272,151019029,151019029,十三陵景区,940021,amap_id,amap_name,adcode
n4154811014,osm_stop_area_group_id,r6177506,n5305506015,"n6845963148,n6845963149",273,151019031,151019031,昌平,940023,amap_id,amap_name,adcode
n4154811010,osm_stop_area_group_id,r6177504,n5305506018,,274,151019033,151019033,昌平东关,940025,amap_id,amap_name,adcode
n4154811008,osm_stop_area_group_id,r6177503,n5305506017,"n9534846768,n9534846769",275,151019035,151019035,北邵洼,940027,amap_id,amap_name,adcode
n1701177090,osm_stop_area_group_id,r2111420,n5305506016,"n1249787306,n1249787302,n1249787294,n1249787304,n1249787299",276,151019037,151019037,南邵,940029,amap_id,amap_name,adcode
n1701177099,osm_stop_area_group_id,r2111423,n5305506012,,277,151019039,151019039,沙河高教园,940031,amap_id,amap_name,adcode
n1701177108,osm_stop_area_group_id,r2111422,n5305506011,,278,151019041,151019041,沙河,940033,amap_id,amap_name,adcode
n1701177086,osm_stop_area_group_id,r2111421,n5305506010,,279,151019043,151019043,巩华城,940035,amap_id,amap_name,adcode
n1701106970,osm_stop_area_group_id,r2111074,w136979357,,124,151019045,150995111,朱辛庄,940037,amap_id,amap_name,adcode
n1701106956,osm_stop_area_group_id,r2111075,n8073325263,,280,151019047,151019047,生命科学园,940039,amap_id,amap_name,adcode
n1306482851,osm_stop_area_group_id,r1606929,n5430533767,"n8617126995,n1305783007,n1305782990",186,151019049,150995062,西二旗,940041,amap_id,amap_name,adcode
n6941850430,osm_stop_area_group_id,r10556656,n7116372189,,358,151019051,150995134,清河站,940043,amap_id,amap_name,adcode
n10610542860,osm_stop_area_group_id,r15440386,n10605339567,"n10704498843,n10704498842,n10704498844,n13042905424,n10704498845,n10704498846,n10704498840,n10704498841,n13042905423",431,151019055,151019055,清河小营桥,940047,amap_id,amap_name,adcode
n10610542858,osm_stop_area_group_id,r15440385,n10605339566,"n11542962540,n11542962541,n11542962542",439,151019057,151019057,学知园,940049,amap_id,amap_name,adcode
n10610542855,osm_stop_area_group_id,r15440384,n5687426566,"n9471150030,n9829553808,n9471150032,n9471150033,n11799850929,n9471150031,n11799850930,n10610542856,n10610542857",227,151019059,150995149,六道口,940051,amap_id,amap_name,adcode
